"","edge","mean","pattern"
"483",0.542715,0.218525,26.700784
"484",0.563463,0.218538,25.133557
"485",0.645315,0.14427,-11.730852
"486",0.670024,0.150974,13.108856
"487",0.782215,0.161551,1.043342
"488",0.592643,0.145057,21.992002
"489",0.679573,0.142069,6.945892
"490",0.620144,0.173877,10.595072
"491",0.631602,0.175279,15.161984
"492",0.611129,0.15891,22.526369
"493",0.56825,0.205769,-5.276648
"494",0.70573,0.152102,20.470846
"495",0.634906,0.158497,11.837789
"496",0.634131,0.169322,-5.137358
"497",0.922277,0.128874,18.179495
"498",0.640228,0.118407,33.309634
"499",0.972183,0.143011,-2.72125
"500",0.625267,0.155717,1.99903
"501",0.603477,0.150706,34.474427
"502",0.717139,0.150648,-1.653517
"503",0.948529,0.13849,1.090067
"504",0.733429,0.18038,9.862905
"505",0.561008,0.204596,-34.940706
"506",0.935103,0.148826,15.315281
"507",0.599589,0.156388,-2.065752
"508",0.643664,0.149865,22.743846
"509",0.525379,0.142365,-9.215644
"510",0.610749,0.189448,11.891007
"511",0.979337,0.13973,7.360109
"512",0.56858,0.201804,20.875211
"513",0.946499,0.122018,-0.6615
"514",0.559415,0.17343,7.843688
"515",0.966421,0.129763,14.232388
"516",0.582751,0.176317,30.181564
"517",0.761761,0.136474,20.004702
"518",0.781575,0.163184,13.571714
"519",0.695929,0.138603,18.771263
"520",0.64408,0.207696,-8.047004
"521",0.657075,0.199652,14.817744
"522",0.95874,0.12976,5.159622
"523",0.716445,0.158021,12.878774
"524",0.586204,0.252085,51.530097
"525",0.728579,0.18499,33.314284
"526",0.720018,0.160433,3.024495
"527",0.684711,0.149495,2.943855
"528",0.569849,0.144581,17.536021
"529",0.520672,0.215919,8.930309
"530",0.597768,0.165321,-3.376553
"531",0.490811,0.137425,35.419656
"532",0.630851,0.13483,8.47154
"533",0.681464,0.154007,28.363031
"534",0.736872,0.143625,-4.721655
"535",0.580914,0.144503,32.10554
"536",0.589967,0.14491,22.804439
"537",0.608097,0.193475,0.302708
"538",0.632638,0.153007,31.272957
"539",0.802295,0.130902,23.109199
"540",0.610456,0.141438,33.867453
"541",0.561163,0.177619,5.884675
"542",0.662162,0.130196,5.711934
"543",0.858672,0.148025,8.451156
"544",0.758578,0.144092,15.080899
"545",0.97234,0.125714,11.112759
"546",0.845054,0.113892,21.521306
"547",0.676779,0.147199,22.115144
"548",0.621915,0.170137,5.987997
"549",0.679804,0.133103,5.762771
"550",0.580631,0.170411,8.25351
"551",0.836392,0.154857,17.065973
"552",0.955785,0.172745,-2.892723
"553",0.597468,0.146654,14.68675
"554",0.650755,0.152341,9.082195
"555",0.602551,0.123939,25.248224
"556",0.733462,0.136872,17.52421
"557",0.730352,0.134474,22.979843
"558",0.841699,0.153575,9.027808
"559",0.635437,0.201733,1.48544
"560",0.641544,0.185546,-24.234682
"561",0.672485,0.157383,15.151212
"562",0.729073,0.146091,11.692469
"563",0.607984,0.168265,31.799108
"564",0.775873,0.140799,9.614691
"565",0.709485,0.1489,23.797203
"566",0.643904,0.143919,20.884411
"567",0.542479,0.180041,9.975836
"568",0.845704,0.201743,24.54498
"569",0.623819,0.165878,9.863784
"570",0.568941,0.165665,29.70699
"571",0.799079,0.169242,4.39353
"572",0.595216,0.191576,10.578558
"573",0.647219,0.22248,18.410844
"574",0.811191,0.143642,5.157504
"575",0.903219,0.135244,-0.363294
"576",0.620954,0.133752,7.109542
"577",0.723852,0.159286,-1.664854
"578",0.629395,0.160766,-1.655709
"579",0.748341,0.166831,21.34773
"580",0.639053,0.185494,14.367356
"581",0.776522,0.158475,26.18796
"582",0.537947,0.184017,-21.406748
"583",0.575952,0.171975,37.939011
"584",0.612485,0.166797,12.64572
"585",0.561081,0.145768,10.741096
"586",0.777967,0.152816,7.762183
"587",0.613486,0.143258,17.485175
"588",0.633409,0.132968,27.640382
"589",0.671039,0.140471,14.626418
"590",0.629801,0.180587,3.594828
"591",0.974853,0.140762,6.826402
"592",0.628295,0.144948,25.502176
"593",0.898344,0.127914,4.987642
"594",0.612529,0.16772,42.545123
"595",0.756592,0.226384,61.717277
"596",0.603108,0.166267,31.568079
"597",0.82645,0.136226,17.457584
"598",0.719608,0.161432,2.541556
"599",0.709956,0.144923,-1.410755
"600",0.932391,0.150669,16.575842
"601",0.645247,0.172031,-4.975014
"602",0.646773,0.170858,-9.122529
"603",0.648258,0.163269,19.07636
"604",0.956573,0.145559,6.780258
"605",0.722275,0.148897,28.546893
"606",0.646865,0.141356,26.9911
"607",0.589045,0.123729,21.986686
"608",0.699231,0.168831,-1.977691
"609",0.689685,0.146566,8.899169
"610",0.9712,0.129326,16.570288
"611",0.583863,0.172172,13.587396
"612",0.910632,0.134422,16.113495
"613",0.715828,0.140798,27.90891
"614",0.666671,0.159578,13.576345
"615",0.674621,0.156547,17.152118
"616",0.683743,0.183386,48.623743
"617",0.753777,0.134194,-9.418066
"618",0.699924,0.140856,34.622041
"619",0.675181,0.133024,25.711932
"620",0.626769,0.154285,19.182823
"621",0.70311,0.139029,0.380016
"622",0.612278,0.178377,-21.295952
"623",0.701478,0.142182,4.692258
"624",0.664116,0.138086,-9.971764
"625",0.770729,0.149953,15.242861
"626",0.684551,0.140141,9.912004
"627",0.690909,0.140889,7.064169
"628",0.595971,0.177818,-6.291219
"629",0.627958,0.147696,-7.186157
"630",0.822711,0.144398,19.398553
"631",0.791331,0.162898,0.411185
"632",0.918566,0.123207,-9.182417
"633",0.668148,0.154816,35.48045
"634",0.693604,0.176606,9.827003
"635",0.626262,0.16561,24.672878
"636",0.750747,0.153902,4.680109
"637",0.57401,0.142871,30.756678
"638",0.728352,0.150709,9.098098
"639",0.655514,0.169074,-12.110917
"640",0.668343,0.134398,18.238956
"641",0.920444,0.16718,13.007319
"642",0.710717,0.147123,20.741473
"643",0.571219,0.173303,-13.794404
"644",0.559054,0.196816,7.895119
"645",0.564389,0.184542,23.335181
"646",0.729174,0.131587,17.776224
"647",0.681465,0.136514,30.011502
"648",0.702984,0.147371,26.11066
"649",0.908906,0.138108,7.757804
"650",0.760507,0.155036,13.942131
"651",0.65064,0.159874,21.963286
"652",0.855605,0.135391,5.208523
"653",0.987939,0.146707,14.706379
"654",0.788613,0.157575,0.461314
"655",0.653317,0.153214,15.110123
"656",0.59834,0.179692,31.904649
"657",0.864149,0.130293,20.418201
"658",0.770738,0.131883,15.53789
"659",0.512622,0.205058,66.730401
"660",0.750864,0.141556,12.879838
"661",0.722287,0.168797,19.292078
"662",0.760147,0.132197,2.402384
"663",0.560252,0.176574,24.668459
"664",0.603434,0.134885,11.950728
"665",0.61198,0.14409,23.982045
"666",0.569015,0.140657,10.866092
"667",0.661939,0.155425,-6.737802
"668",0.668295,0.153291,22.313332
"669",0.791493,0.160824,21.723841
"670",0.685743,0.149831,-2.228792
"671",0.568291,0.205495,-10.143615
"672",0.609909,0.128302,-19.679112
"673",0.74397,0.120754,19.086525
"674",0.710806,0.162901,-0.017373
"675",0.644094,0.144246,-2.256938
"676",0.760202,0.165396,0.51387
"677",0.629403,0.189815,22.877233
"678",0.895789,0.15553,12.567841
"679",0.659662,0.153739,28.746378
"680",0.836635,0.129075,18.997722
"681",0.5635,0.176299,15.255233
"682",0.636981,0.181633,9.778109
"683",0.631993,0.183299,-7.764152
"684",0.579425,0.158525,37.317306
"685",0.639913,0.230759,44.535375
"686",0.596562,0.176611,32.835421
"687",0.586203,0.179258,34.500423
"688",0.805925,0.131561,17.053857
"689",0.560358,0.183791,28.05295
"690",0.825684,0.135661,-1.978462
"691",0.659637,0.157676,0.315268
"692",0.735343,0.132076,9.093512
"693",0.599542,0.138608,7.061463
"694",0.587786,0.144648,27.002559
"695",0.580538,0.176081,59.231598
"696",0.557035,0.137618,17.506237
"697",0.876022,0.143205,6.355789
"698",0.624353,0.197461,-24.476144
"699",0.673126,0.139254,14.588245
"700",0.673217,0.167568,16.04832
"701",0.825278,0.145899,-5.909441
"702",0.682303,0.137298,3.240626
"703",0.632402,0.164109,29.251629
"704",0.772924,0.141287,24.294585
"705",0.647311,0.143542,17.635053
"706",0.583575,0.135614,18.982046
"707",0.59283,0.157738,35.883744
"708",0.610214,0.173992,-7.045511
"709",0.651841,0.144802,8.025572
"710",0.685643,0.185389,0.32121
"711",0.61302,0.160063,14.382809
"712",0.606372,0.16492,4.23011
"713",0.607573,0.159312,-3.188204
"714",0.753428,0.154561,12.450281
"715",0.642962,0.13506,6.680473
"716",0.589865,0.171553,17.348175
