"template","silhouette","edge"
59.0122183296598,-80.632309301712,594.10183419439
66.9699730666082,-78.4281645185144,734.541508238315
75.5177307099156,-65.0442720654882,610.042905823201
72.2473251670199,-79.1383737522181,632.439776655799
66.5060887445042,-52.5971683299743,581.261611767083
63.8817997693197,-81.5616769597468,669.134782155136
53.6668108031127,-95.815446533859,773.150687950884
63.7167070312479,-96.95741802447,672.30917399643
82.7436644350022,-28.6577893517724,614.279137071367
72.0478995156551,-82.7008869894539,565.42678091859
75.068834639928,-72.4303211852548,424.036876874866
59.033635448578,-79.1770366057454,762.30428578118
66.387040255848,-81.1283759333761,758.837709206285
80.5803918908995,-62.5588126683611,534.159589883499
77.8549775332735,-77.8972986856879,668.265558612105
76.6097523210773,-74.3162603662869,595.635033898126
74.9756984130959,-71.5712734461426,511.736636459121
67.3460214503367,-86.4873403338805,520.794358872418
73.0924991188859,-75.1938924382679,499.835477234163
78.0140785269937,-64.3951925092907,485.592187081168
79.225368149599,-37.4803614037918,388.249996701416
40.6624841094149,-5.94296559564412,618.931054986633
59.131782111808,-95.4124996904997,679.365818479202
69.0342527971229,-86.3074685800912,665.441830922188
67.3455083548314,-86.2288662348475,658.932178419397
68.9441060536247,-93.6006660410629,592.28403793443
75.0487230021206,-53.5600912046064,491.855637717937
70.098103425884,-73.6366161003732,629.885470445186
68.7650340858172,-74.2512903514856,521.399198325907
65.8562071938726,-34.6087129151908,425.210645552668
65.235051891005,-86.6659850141817,631.768960134851
56.0122418488664,0.0141023240207152,596.096425591949
74.0477316699144,-72.3720998640515,509.561647665388
63.9230957191833,-87.7200221558533,772.981090317033
64.2879724688515,-89.4994818611744,715.652737224916
70.7832887025019,-63.556974699598,531.278518241889
84.0232383904089,-56.7636203399289,452.615075227138
68.9658853757329,-80.6837525298351,537.979293425138
72.4774692086721,-81.2461189932973,644.375071795435
75.4563718285318,-76.5872516409245,601.052454441178
70.5090611758353,-61.768500311308,391.02364628435
66.6994558265548,-76.159298169601,513.020032635232
63.4250751978417,-86.5691938319608,679.307717287859
64.6180291147656,-5.69564540925742,579.553866530903
60.7417393530456,-62.7420780100447,548.269908349147
62.4862552187311,-83.8508265528275,754.97605833362
63.9484344064791,-82.1533071330083,594.626147590646
60.0871929797694,-100.120290114555,748.466034931903
57.9694679810818,-97.971351837337,812.464555430755
55.5084170791131,-105.55092572365,734.69597293093
71.6031161028367,-81.6653528150498,638.382743256156
62.2946672042291,-81.9267159234657,749.336592809524
60.6468503140303,-87.147697113366,649.169040105565
65.7731221991179,-94.8011422459513,619.196214459392
56.572444390464,-100.686806763764,737.471090602274
62.0673427086669,-88.0270800699357,697.827957984555
60.2644383602651,-92.7779562698396,693.731955459603
68.9499889885092,-74.0506154132546,678.868244767082
62.683947977942,-94.1849017386175,650.581312418998
66.5521053336764,-90.3348764096234,625.241160273154
74.2835902172188,-74.3483000767364,618.153159115484
62.1234567056103,-83.6813868043914,722.880372734498
62.8029507147754,-96.9125735359236,673.640837127933
70.1837910192197,-79.6071133943181,590.503739142672
74.8056713559002,-74.3516634922142,519.093631987078
62.6908037758013,-80.539611102294,581.658449886217
66.0945301001192,-78.8068021500178,578.014479937958
61.8754397456252,-92.6277467961513,704.943362758754
66.6610556907178,-88.1485433045552,663.503828691035
66.3079731789287,-82.0504488620995,725.974995167401
67.6914516490386,-80.7526425577607,613.023796223748
56.4003174595832,-100.543479320257,768.643340436638
65.5452861643603,-91.5813308114641,604.222225572316
71.2429507373441,-86.4938799126888,544.206518730838
73.3199639174209,-80.450196712267,569.330303297756
59.8482938954349,-89.8787606668188,613.920926982002
66.7921000955157,-90.8636239595731,605.162494872132
68.6181389652144,-89.8113114778418,553.159477162811
80.0712559903782,-61.3137744389577,540.100621017075
63.0803159776932,-90.3509609871668,660.749912711913
75.2248839294836,-70.1709981774071,576.675324968881
62.780917430066,-87.9692761011746,566.879918549605
69.6155263793538,-76.1436916848304,603.191804817847
69.6773016068623,-93.1260798179379,623.627175475382
76.4665763978533,-61.1251731351096,428.510622153789
68.4075607819525,-83.8742527598585,543.260737753775
55.3898663622656,-103.539772746001,650.366895188564
71.2698610419119,-84.947565117902,571.115530591395
66.7923937482314,-91.074411162859,714.543597302867
76.8568958085488,-78.7294522160447,564.065821239621
78.733444467698,-76.1381578326518,572.952041148882
74.9988954198292,-64.0263992717723,576.048507056626
68.909418386738,-83.8144743121179,646.905489063571
64.0409991578405,-90.5772055880512,666.527459846685
71.1213522697918,-83.8103642951009,620.863655684654
50.1765846983162,-42.6724081075887,584.836074270032
66.6672762399451,-85.9023237891956,684.934412577507
58.9774661721031,-95.6441848049237,825.372539038302
72.3742621339285,-82.3913122244416,628.084065026048
66.5494837199567,-88.4944477679518,617.252298667699
58.5429351577761,-90.0616434857484,799.545660671367
64.0893070510535,-95.2215442362325,741.469686425994
66.1016641219814,-91.1565377115526,678.805456221599
69.9912124739462,-88.3291199837268,587.228435289069
56.0504949558875,-100.56296879543,834.489814675627
61.8744464207688,-92.3424441824524,760.954024167577
68.3700514231903,-62.2253945719431,495.6893311897
69.4063946865941,-83.4890090442903,577.604372923032
59.8361737622162,-95.4255984849958,701.109821510629
75.3983467820034,-70.5150835358796,622.700157923765
65.3616210460025,-90.5276848979023,728.809028736284
68.9240862835366,-75.1756969437359,591.220507954142
74.3201756145391,-83.1076386032877,573.253440213887
67.7287107849641,-81.4751037879565,557.069803848052
74.0099514805037,-79.9910521014555,524.500223548328
70.4329263760807,-77.2692070516376,571.953161086777
71.5604415208657,-83.8689636991887,537.969169164872
72.1151863884458,-81.8875589282432,548.107692588831
69.6869172932088,-89.6547451913398,653.295835782483
76.8407265970113,-76.8625927155688,493.494193115648
72.553047683043,-83.7662695556559,568.346504934074
72.819244642544,-79.5334688884359,540.790110032674
71.9577771695733,-81.961041663656,567.453522539654
84.1265658508999,-61.4802505143941,492.865694559347
60.0836724981852,-99.1776651666076,693.234131519546
62.0854243246435,-91.0767280384202,684.249623743974
61.3345277048397,-88.0803792494362,661.069774964025
78.3283335830257,-64.7984592475573,598.654134376265
80.1201349710269,-29.9663867648631,418.116065335684
70.1473837409258,-85.2622740181928,665.822273364536
62.9615545439042,-80.1509036476794,707.162512907194
