"","edge","mean","pattern"
"668",0.693279,0.159629,16.452584
"669",0.697561,0.147827,18.346758
"670",0.616266,0.145205,21.907797
"671",0.573709,0.160369,17.55101
"672",0.691183,0.141286,22.319283
"673",0.867632,0.141218,20.460711
"674",0.904839,0.150373,10.327519
"675",0.793135,0.135071,-4.25942
"676",0.68536,0.153054,3.585157
"677",0.588356,0.153772,18.725616
"678",0.693158,0.140232,19.399109
"679",0.621947,0.159768,15.806138
"680",0.649434,0.149199,21.147976
"681",0.610645,0.1441,8.5879
"682",0.611494,0.140813,20.179933
"683",0.903289,0.157862,12.818008
"684",0.732333,0.146653,22.241601
"685",0.598756,0.155649,3.127788
"686",0.883546,0.146933,9.151325
"687",0.837496,0.136868,21.760105
"688",0.939358,0.148409,5.313643
"689",0.525193,0.139468,20.470422
"690",0.629756,0.180266,-9.811726
"691",0.60587,0.146931,2.649347
"692",0.610256,0.158771,22.234851
"693",0.744287,0.145098,11.868581
"694",0.965468,0.150067,11.893398
"695",0.733929,0.150334,0.022735
"696",0.598993,0.125967,21.114803
"697",0.682345,0.151523,3.792154
"698",0.88322,0.151464,17.444345
"699",0.623384,0.150861,17.403538
"700",0.708855,0.149557,14.711037
"701",0.657882,0.167595,-1.154715
"702",0.633524,0.158619,15.25752
"703",0.629748,0.151181,28.844677
"704",0.898734,0.147835,15.004716
"705",0.666659,0.149996,7.878063
"706",0.714925,0.158021,3.888216
"707",0.617058,0.150787,9.119934
"708",0.704012,0.157548,2.480666
"709",0.845323,0.146551,19.111635
"710",0.605489,0.140489,21.015538
"711",0.936734,0.145457,19.014666
"712",0.924613,0.145823,3.545853
"713",0.580273,0.150048,20.981662
"714",0.870953,0.159074,2.729191
"715",0.632177,0.163018,8.675841
"716",0.668121,0.144317,21.755127
"717",0.706754,0.147047,14.362458
"718",0.915051,0.151855,15.090863
"719",0.944922,0.135558,22.147533
"720",0.639336,0.135324,22.519382
"721",0.970383,0.144192,16.659204
"722",0.986926,0.146522,4.480044
"723",0.940737,0.136392,20.746641
"724",0.872174,0.139916,21.951534
"725",0.913415,0.143118,16.856008
"726",0.717195,0.145749,6.471075
