"","edge","mean","pattern"
"492",0.69416,0.110934,0.303387
"493",0.587124,0.117794,-1.544218
"494",0.701104,0.099499,0.996286
"495",0.577927,0.121903,3.336282
"496",0.580882,0.117028,2.59879
"497",0.611582,0.094713,-1.701265
"498",0.752293,0.12615,-1.319192
"499",0.61765,0.143381,-13.454606
"500",0.722127,0.10665,-0.594232
"501",0.949339,0.107966,1.950911
"502",0.597702,0.097948,-3.704133
"503",0.630258,0.120407,9.755665
"504",0.692693,0.092964,-3.241128
"505",0.729149,0.119947,5.313949
"506",0.656494,0.129748,-7.936492
"507",0.620973,0.120805,1.223163
"508",0.619334,0.11666,-1.525109
"509",0.631683,0.146808,-5.552326
"510",0.632859,0.140296,3.402814
"511",0.635152,0.112862,2.014867
"512",0.644169,0.109185,3.922402
"513",0.681867,0.13956,-1.487292
"514",0.606299,0.106558,3.154196
"515",0.64107,0.147224,18.724347
"516",0.749639,0.126958,-16.223485
"517",0.630896,0.122999,2.869074
"518",0.629673,0.107259,1.979857
"519",0.621532,0.117567,-3.800845
"520",0.614887,0.119671,1.96221
"521",0.605676,0.103906,-0.36008
"522",0.580085,0.097395,-4.538037
"523",0.62389,0.135832,5.723903
"524",0.67178,0.128407,4.72041
"525",0.565636,0.136467,-3.40797
"526",0.653923,0.13527,-1.96285
"527",0.760861,0.116357,-9.504274
"528",0.939019,0.106578,3.922378
"529",0.668207,0.118713,-5.610106
"530",0.734913,0.126014,-1.003579
"531",0.716009,0.094962,-1.436839
"532",0.699078,0.122991,-1.62132
"533",0.635982,0.093703,4.35862
"534",0.915813,0.11237,2.564
"535",0.636863,0.116791,-2.217107
"536",0.684615,0.13244,3.582538
"537",0.614968,0.10783,-3.402597
"538",0.740226,0.101144,-3.081035
"539",0.531742,0.11644,1.970325
"540",0.627615,0.109991,-4.904554
"541",0.632824,0.104426,-5.405176
"542",0.561274,0.097729,9.174949
"543",0.660291,0.124255,-1.560578
"544",0.585592,0.125561,4.063868
"545",0.593266,0.113409,-0.307955
"546",0.608489,0.106891,3.07758
"547",0.78526,0.130507,-10.174693
"548",0.693733,0.124469,-3.742648
"549",0.558466,0.107668,-3.381676
"550",0.687763,0.118397,-2.817483
"551",0.62077,0.130624,-3.204403
"552",0.7698,0.119972,0.244713
"553",0.658832,0.11769,-3.112543
"554",0.581957,0.11629,7.336468
"555",0.690059,0.112972,10.664036
"556",0.739258,0.088378,-5.006045
"557",0.686966,0.126286,5.339599
"558",0.653914,0.118073,2.974604
"559",0.699074,0.125424,3.568604
"560",0.683426,0.090885,-6.424742
"561",0.691812,0.128103,2.651411
"562",0.625754,0.110602,-8.037394
"563",0.629276,0.130837,11.867173
"564",0.679174,0.13089,-5.451139
"565",0.659358,0.109664,-4.163893
"566",0.640471,0.119395,2.184093
"567",0.607149,0.11667,-7.659886
"568",0.608446,0.119396,0.260431
"569",0.744987,0.107184,-8.227468
"570",0.695553,0.127413,-4.580355
"571",0.686338,0.104102,1.552746
"572",0.702015,0.113841,4.89321
"573",0.805198,0.112118,-1.031091
"574",0.847013,0.116798,2.709573
"575",0.603631,0.14545,14.704917
"576",0.531618,0.129501,2.889155
"577",0.636507,0.10734,0.637336
"578",0.891925,0.149379,6.612748
"579",0.582371,0.123232,7.906917
"580",0.615088,0.114754,2.446469
"581",0.58476,0.12353,1.131827
"582",0.748556,0.094642,-1.583556
"583",0.713001,0.096179,-3.831919
"584",0.61145,0.098263,0.38744
"585",0.567607,0.115075,-1.230652
"586",0.710219,0.110916,-5.687285
"587",0.669707,0.146212,-10.450509
"588",0.719541,0.169547,0.320874
"589",0.64082,0.118225,6.439811
"590",0.971498,0.106039,-1.248156
"591",0.592103,0.106419,1.680454
"592",0.593995,0.120408,-0.355117
"593",0.602391,0.115095,-0.063799
"594",0.872453,0.104606,0.49665
"595",0.612304,0.105938,-1.985144
"596",0.619004,0.110607,-0.789625
"597",0.829551,0.119581,3.807261
"598",0.693371,0.126958,7.913188
"599",0.689819,0.131133,-1.642491
"600",0.814938,0.133765,0.244382
"601",0.658164,0.124597,2.421209
"602",0.619927,0.118205,-4.936369
"603",0.648928,0.129537,0.77858
"604",0.665024,0.108799,-3.565276
"605",0.630721,0.126862,-13.869097
"606",0.622416,0.148099,-14.712439
"607",0.666154,0.103098,3.302194
"608",0.812847,0.106858,-1.457798
"609",0.673902,0.129998,4.3772
"610",0.883846,0.106996,1.1384
"611",0.668106,0.129735,2.771385
"612",0.565088,0.103316,-8.846582
"613",0.599742,0.112785,4.319182
"614",0.685255,0.112447,3.59657
"615",0.644936,0.106864,-0.837805
"616",0.799162,0.118588,-0.111888
"617",0.560994,0.146529,-24.556205
"618",0.578039,0.107565,5.150922
"619",0.526972,0.099723,1.600733
"620",0.689478,0.09982,1.087286
"621",0.681536,0.138822,-2.602214
"622",0.634328,0.106937,-3.465631
"623",0.621538,0.096842,3.535664
"624",0.608553,0.109032,3.023703
"625",0.723764,0.116703,0.387611
"626",0.674424,0.116936,-6.176253
"627",0.626516,0.117851,-2.682708
"628",0.497786,0.122524,0.254508
"629",0.627005,0.090035,2.426279
"630",0.520839,0.097652,-8.920105
"631",0.629771,0.100838,2.884119
"632",0.658754,0.113996,-2.994486
"633",0.685188,0.108842,-1.549835
"634",0.568703,0.108479,-0.446562
"635",0.770193,0.115313,0.893243
"636",0.580355,0.117524,-3.336126
"637",0.744406,0.109785,2.548666
"638",0.550372,0.109789,-1.334869
"639",0.661353,0.116215,-3.767994
"640",0.685857,0.10613,2.360315
"641",0.731395,0.100486,-2.272018
"642",0.580386,0.109292,1.521193
"643",0.65989,0.097821,1.704065
"644",0.611173,0.109674,0.388625
"645",0.84879,0.10012,-0.506433
"646",0.918556,0.10488,-4.043283
"647",0.706114,0.122814,2.393437
"648",0.691895,0.100264,0.149583
"649",0.673635,0.102617,-3.700215
"650",0.766697,0.144345,-3.861717
"651",0.656277,0.098365,2.351935
"652",0.672354,0.111975,2.187109
"653",0.681352,0.119594,-1.135195
"654",0.591845,0.120951,1.710244
"655",0.522002,0.118515,-18.203353
"656",0.577197,0.107366,-6.477135
"657",0.542747,0.104091,-2.616795
"658",0.690943,0.101548,-3.918019
"659",0.589831,0.121829,0.611252
"660",0.61571,0.105941,0.15088
"661",0.617491,0.102563,-3.980341
"662",0.642139,0.10212,6.007409
"663",0.562604,0.109401,-6.589208
"664",0.629972,0.112568,-4.36734
"665",0.662245,0.115729,-0.538342
"666",0.700038,0.106735,2.04797
"667",0.673645,0.128304,6.778941
"668",0.607299,0.129707,0.44111
"669",0.708612,0.126045,3.266231
"670",0.624633,0.116414,4.225769
"671",0.820191,0.127362,0.908928
"672",0.703656,0.110895,2.818623
"673",0.560667,0.102242,1.06613
"674",0.691317,0.104912,-1.542616
"675",0.586569,0.08825,-3.364365
"676",0.637719,0.114392,-0.280474
"677",0.649966,0.1294,0.797159
"678",0.702075,0.113018,-0.252056
"679",0.594388,0.12741,-0.482436
"680",0.594548,0.122059,1.254258
"681",0.784169,0.097703,0.062498
"682",0.800991,0.097503,1.559506
"683",0.545372,0.108983,6.681996
"684",0.601654,0.112224,4.811581
"685",0.583856,0.126366,-16.492486
"686",0.584886,0.101797,2.212135
"687",0.649112,0.101945,1.03097
"688",0.755825,0.112062,-1.130914
"689",0.912762,0.098051,0.386459
"690",0.628976,0.137533,-15.768156
"691",0.642743,0.109841,-2.490325
"692",0.718739,0.118336,3.210289
"693",0.688992,0.102791,-2.403034
"694",0.937783,0.113554,2.074465
"695",0.690167,0.100076,1.712304
"696",0.560139,0.091758,0.346434
"697",0.793429,0.103414,-4.281373
